"","Ref_Date","GEO","COMPONENTS","Value"
"149","2012/05","Canada","Total receipts","1106350.0"
"150","2012/06","Canada","Total receipts","1148079.0"
"151","2012/07","Canada","Total receipts","917393.0"
"152","2012/08","Canada","Total receipts","756043.0"
"153","2012/09","Canada","Total receipts","832463.0"
"154","2012/10","Canada","Total receipts","704450.0"
"155","2012/11","Canada","Total receipts","765585.0"
"156","2012/12","Canada","Total receipts","1038440.0"
"157","2013/01","Canada","Total receipts","981973.0"
"158","2013/02","Canada","Total receipts","788236.0"
"159","2013/03","Canada","Total receipts","894360.0"
"160","2013/04","Canada","Total receipts","1191649.0"
"161","2013/05","Canada","Total receipts","901011.0"
"162","2013/06","Canada","Total receipts","722220.0"
"163","2013/07","Canada","Total receipts","926856.0"
"164","2013/08","Canada","Total receipts","791665.0"
"165","2013/09","Canada","Total receipts","668991.0"
"166","2013/10","Canada","Total receipts","914856.0"
"167","2013/11","Canada","Total receipts","846985.0"
"168","2013/12","Canada","Total receipts","1055892.0"
"169","2014/01","Canada","Total receipts","1246040.0"
"170","2014/02","Canada","Total receipts","1256663.0"
"171","2014/03","Canada","Total receipts","1901031.0"
"172","2014/04","Canada","Total receipts","1300754.0"
"173","2014/05","Canada","Total receipts","1132256.0"
"174","2014/06","Canada","Total receipts","1008558.0"
"175","2014/07","Canada","Total receipts","993624.0"
"176","2014/08","Canada","Total receipts","826275.0"
"177","2014/09","Canada","Total receipts","729600.0"
"178","2014/10","Canada","Total receipts","731940.0"
"179","2014/11","Canada","Total receipts","907413.0"
"180","2014/12","Canada","Total receipts","783652.0"
"181","2015/01","Canada","Total receipts","782742.0"
"182","2015/02","Canada","Total receipts","1322142.0"
"183","2015/03","Canada","Total receipts","910845.0"
"184","2015/04","Canada","Total receipts","552064.0"
"185","2015/05","Canada","Total receipts","576268.0"
"186","2015/06","Canada","Total receipts","593855.0"
"187","2015/07","Canada","Total receipts","614025.0"
"188","2015/08","Canada","Total receipts","623946.0"
"189","2015/09","Canada","Total receipts","675607.0"
"190","2015/10","Canada","Total receipts","606010.0"
"191","2015/11","Canada","Total receipts","628022.0"
"192","2015/12","Canada","Total receipts","772454.0"
"193","2008/01","Canada","Purchased receipts from the United States","1337651.0"
"194","2008/02","Canada","Purchased receipts from the United States","1280003.0"
"195","2008/03","Canada","Purchased receipts from the United States","1999111.0"
"196","2008/04","Canada","Purchased receipts from the United States","1909569.0"
"197","2008/05","Canada","Purchased receipts from the United States","2799342.0"
"198","2008/06","Canada","Purchased receipts from the United States","3456709.0"
"199","2008/07","Canada","Purchased receipts from the United States","2049217.0"
"200","2008/08","Canada","Purchased receipts from the United States","1376537.0"
"201","2008/09","Canada","Purchased receipts from the United States","1692539.0"
"202","2008/10","Canada","Purchased receipts from the United States","1986351.0"
"203","2008/11","Canada","Purchased receipts from the United States","1997185.0"
"204","2008/12","Canada","Purchased receipts from the United States","1397562.0"
"205","2009/01","Canada","Purchased receipts from the United States","2215572.0"
"206","2009/02","Canada","Purchased receipts from the United States","1496477.0"
"207","2009/03","Canada","Purchased receipts from the United States","1670572.0"
"208","2009/04","Canada","Purchased receipts from the United States","1447858.0"
"209","2009/05","Canada","Purchased receipts from the United States","1347029.0"
"210","2009/06","Canada","Purchased receipts from the United States","1555276.0"
"211","2009/07","Canada","Purchased receipts from the United States","1338816.0"
"212","2009/08","Canada","Purchased receipts from the United States","1267502.0"
"213","2009/09","Canada","Purchased receipts from the United States","1310958.0"
"214","2009/10","Canada","Purchased receipts from the United States","1318493.0"
"215","2009/11","Canada","Purchased receipts from the United States","1247267.0"
"216","2009/12","Canada","Purchased receipts from the United States","1277161.0"
"217","2010/01","Canada","Purchased receipts from the United States","1154440.0"
"218","2010/02","Canada","Purchased receipts from the United States","1009227.0"
"219","2010/03","Canada","Purchased receipts from the United States","1292349.0"
"220","2010/04","Canada","Purchased receipts from the United States","1261848.0"
"221","2010/05","Canada","Purchased receipts from the United States","1721865.0"
"222","2010/06","Canada","Purchased receipts from the United States","1515995.0"
"223","2010/07","Canada","Purchased receipts from the United States","1418305.0"
"224","2010/08","Canada","Purchased receipts from the United States","1748557.0"
"225","2010/09","Canada","Purchased receipts from the United States","2351295.0"
"226","2010/10","Canada","Purchased receipts from the United States","2097231.0"
"227","2010/11","Canada","Purchased receipts from the United States","1703043.0"
"228","2010/12","Canada","Purchased receipts from the United States","1174654.0"
"229","2011/01","Canada","Purchased receipts from the United States","1560658.0"
"230","2011/02","Canada","Purchased receipts from the United States","1487606.0"
"231","2011/03","Canada","Purchased receipts from the United States","1505577.0"
"232","2011/04","Canada","Purchased receipts from the United States","1565218.0"
"233","2011/05","Canada","Purchased receipts from the United States","1221910.0"
"234","2011/06","Canada","Purchased receipts from the United States","1243839.0"
"235","2011/07","Canada","Purchased receipts from the United States","1145486.0"
"236","2011/08","Canada","Purchased receipts from the United States","909230.0"
"237","2011/09","Canada","Purchased receipts from the United States","939950.0"
"238","2011/10","Canada","Purchased receipts from the United States","872612.0"
"239","2011/11","Canada","Purchased receipts from the United States","1093846.0"
"240","2011/12","Canada","Purchased receipts from the United States","841531.0"
"241","2012/01","Canada","Purchased receipts from the United States","900778.0"
"242","2012/02","Canada","Purchased receipts from the United States","838173.0"
"243","2012/03","Canada","Purchased receipts from the United States","1164406.0"
"244","2012/04","Canada","Purchased receipts from the United States","1220108.0"
"245","2012/05","Canada","Purchased receipts from the United States","1106350.0"
"246","2012/06","Canada","Purchased receipts from the United States","1148079.0"
"247","2012/07","Canada","Purchased receipts from the United States","917393.0"
"248","2012/08","Canada","Purchased receipts from the United States","756043.0"
"249","2012/09","Canada","Purchased receipts from the United States","832463.0"
"250","2012/10","Canada","Purchased receipts from the United States","704450.0"
"251","2012/11","Canada","Purchased receipts from the United States","765585.0"
"252","2012/12","Canada","Purchased receipts from the United States","1038440.0"
"253","2013/01","Canada","Purchased receipts from the United States","981973.0"
"254","2013/02","Canada","Purchased receipts from the United States","788236.0"
"255","2013/03","Canada","Purchased receipts from the United States","894360.0"
"256","2013/04","Canada","Purchased receipts from the United States","1191649.0"
"257","2013/05","Canada","Purchased receipts from the United States","901011.0"
"258","2013/06","Canada","Purchased receipts from the United States","722220.0"
"259","2013/07","Canada","Purchased receipts from the United States","926856.0"
"260","2013/08","Canada","Purchased receipts from the United States","791665.0"
"261","2013/09","Canada","Purchased receipts from the United States","668991.0"
"262","2013/10","Canada","Purchased receipts from the United States","914856.0"
"263","2013/11","Canada","Purchased receipts from the United States","846985.0"
"264","2013/12","Canada","Purchased receipts from the United States","1055892.0"
"265","2014/01","Canada","Purchased receipts from the United States","1246040.0"
"266","2014/02","Canada","Purchased receipts from the United States","1256663.0"
"267","2014/03","Canada","Purchased receipts from the United States","1901031.0"
"268","2014/04","Canada","Purchased receipts from the United States","1300754.0"
"269","2014/05","Canada","Purchased receipts from the United States","1132256.0"
"270","2014/06","Canada","Purchased receipts from the United States","1008558.0"
"271","2014/07","Canada","Purchased receipts from the United States","993624.0"
"272","2014/08","Canada","Purchased receipts from the United States","826275.0"
"273","2014/09","Canada","Purchased receipts from the United States","729600.0"
"274","2014/10","Canada","Purchased receipts from the United States","731940.0"
"275","2014/11","Canada","Purchased receipts from the United States","907413.0"
"276","2014/12","Canada","Purchased receipts from the United States","783652.0"
"277","2015/01","Canada","Purchased receipts from the United States","782742.0"
"278","2015/02","Canada","Purchased receipts from the United States","1322142.0"
"279","2015/03","Canada","Purchased receipts from the United States","910845.0"
"280","2015/04","Canada","Purchased receipts from the United States","552064.0"
"281","2015/05","Canada","Purchased receipts from the United States","576268.0"
"282","2015/06","Canada","Purchased receipts from the United States","593855.0"
"283","2015/07","Canada","Purchased receipts from the United States","614025.0"
"284","2015/08","Canada","Purchased receipts from the United States","623946.0"
"285","2015/09","Canada","Purchased receipts from the United States","675607.0"
"286","2015/10","Canada","Purchased receipts from the United States","606010.0"
"287","2015/11","Canada","Purchased receipts from the United States","628022.0"
"288","2015/12","Canada","Purchased receipts from the United States","772454.0"
"289","2008/01","Canada","Other receipts from the United States","53518.0"
"290","2008/02","Canada","Other receipts from the United States","131542.0"
"291","2008/03","Canada","Other receipts from the United States","4386.0"
"292","2008/04","Canada","Other receipts from the United States","6111.0"
"293","2008/05","Canada","Other receipts from the United States","9782.0"
"294","2008/06","Canada","Other receipts from the United States","7987.0"
"295","2008/07","Canada","Other receipts from the United States","4272.0"
"296","2008/08","Canada","Other receipts from the United States","5136.0"
"297","2008/09","Canada","Other receipts from the United States","149184.0"
"298","2008/10","Canada","Other receipts from the United States","16704.0"
"299","2008/11","Canada","Other receipts from the United States","50357.0"
"300","2008/12","Canada","Other receipts from the United States","171736.0"
"301","2009/01","Canada","Other receipts from the United States","224152.0"
"302","2009/02","Canada","Other receipts from the United States","62780.0"
"303","2009/03","Canada","Other receipts from the United States","3277.0"
"304","2009/04","Canada","Other receipts from the United States","3829.0"
"305","2009/05","Canada","Other receipts from the United States","3728.0"
"306","2009/06","Canada","Other receipts from the United States","2132.0"
"307","2009/07","Canada","Other receipts from the United States","107312.0"
"308","2009/08","Canada","Other receipts from the United States","83055.0"
"309","2009/09","Canada","Other receipts from the United States","45316.0"
"310","2009/10","Canada","Other receipts from the United States","0.0"
"311","2009/11","Canada","Other receipts from the United States","4001.0"
"312","2009/12","Canada","Other receipts from the United States","239784.0"
"313","2010/01","Canada","Other receipts from the United States","50404.0"
"314","2010/02","Canada","Other receipts from the United States","3145.0"
"315","2010/03","Canada","Other receipts from the United States","2180.0"
"316","2010/04","Canada","Other receipts from the United States","1361.0"
"317","2010/05","Canada","Other receipts from the United States","0.0"
"318","2010/06","Canada","Other receipts from the United States","0.0"
"319","2010/07","Canada","Other receipts from the United States","0.0"
"320","2010/08","Canada","Other receipts from the United States","58392.0"
"321","2010/09","Canada","Other receipts from the United States","5680.0"
"322","2010/10","Canada","Other receipts from the United States","0.0"
"323","2010/11","Canada","Other receipts from the United States","41496.0"
"324","2010/12","Canada","Other receipts from the United States","41496.0"
"325","2011/01","Canada","Other receipts from the United States","0.0"
"326","2011/02","Canada","Other receipts from the United States","3146.0"
"327","2011/03","Canada","Other receipts from the United States","0.0"
"328","2011/04","Canada","Other receipts from the United States","2018.0"
"329","2011/05","Canada","Other receipts from the United States",".."
"330","2011/06","Canada","Other receipts from the United States",".."
"331","2011/07","Canada","Other receipts from the United States",".."
"332","2011/08","Canada","Other receipts from the United States",".."
"333","2011/09","Canada","Other receipts from the United States","41328.0"
"334","2011/10","Canada","Other receipts from the United States","33000.0"
"335","2011/11","Canada","Other receipts from the United States","198.0"
"336","2011/12","Canada","Other receipts from the United States","80640.0"
"337","2012/01","Canada","Other receipts from the United States",".."
"338","2012/02","Canada","Other receipts from the United States",".."
"339","2012/03","Canada","Other receipts from the United States",".."
"340","2012/04","Canada","Other receipts from the United States",".."
"341","2012/05","Canada","Other receipts from the United States",".."
"342","2012/06","Canada","Other receipts from the United States",".."
"343","2012/07","Canada","Other receipts from the United States",".."
"344","2012/08","Canada","Other receipts from the United States",".."
"345","2012/09","Canada","Other receipts from the United States",".."
"346","2012/10","Canada","Other receipts from the United States",".."
"347","2012/11","Canada","Other receipts from the United States",".."
"348","2012/12","Canada","Other receipts from the United States",".."
"349","2013/01","Canada","Other receipts from the United States",".."
"350","2013/02","Canada","Other receipts from the United States",".."
"351","2013/03","Canada","Other receipts from the United States",".."
"352","2013/04","Canada","Other receipts from the United States",".."
"353","2013/05","Canada","Other receipts from the United States",".."
"354","2013/06","Canada","Other receipts from the United States",".."
"355","2013/07","Canada","Other receipts from the United States",".."
"356","2013/08","Canada","Other receipts from the United States",".."
"357","2013/09","Canada","Other receipts from the United States",".."
"358","2013/10","Canada","Other receipts from the United States",".."
"359","2013/11","Canada","Other receipts from the United States",".."
"360","2013/12","Canada","Other receipts from the United States",".."
"361","2014/01","Canada","Other receipts from the United States",".."
"362","2014/02","Canada","Other receipts from the United States",".."
"363","2014/03","Canada","Other receipts from the United States",".."
"364","2014/04","Canada","Other receipts from the United States",".."
"365","2014/05","Canada","Other receipts from the United States",".."
"366","2014/06","Canada","Other receipts from the United States",".."
"367","2014/07","Canada","Other receipts from the United States",".."
"368","2014/08","Canada","Other receipts from the United States",".."
"369","2014/09","Canada","Other receipts from the United States",".."
"370","2014/10","Canada","Other receipts from the United States",".."
"371","2014/11","Canada","Other receipts from the United States",".."
"372","2014/12","Canada","Other receipts from the United States",".."
"373","2015/01","Canada","Other receipts from the United States",".."
"374","2015/02","Canada","Other receipts from the United States",".."
"375","2015/03","Canada","Other receipts from the United States",".."
"376","2015/04","Canada","Other receipts from the United States",".."
"377","2015/05","Canada","Other receipts from the United States",".."
"378","2015/06","Canada","Other receipts from the United States",".."
"379","2015/07","Canada","Other receipts from the United States",".."
"380","2015/08","Canada","Other receipts from the United States",".."
"381","2015/09","Canada","Other receipts from the United States",".."
"382","2015/10","Canada","Other receipts from the United States",".."
"383","2015/11","Canada","Other receipts from the United States",".."
"384","2015/12","Canada","Other receipts from the United States",".."
"385","2008/01","Canada","Total deliveries","4627072.0"
"386","2008/02","Canada","Total deliveries","4382286.0"
"387","2008/03","Canada","Total deliveries","4299961.0"
"388","2008/04","Canada","Total deliveries","4753023.0"
"389","2008/05","Canada","Total deliveries","5177177.0"
"390","2008/06","Canada","Total deliveries","6086379.0"
"391","2008/07","Canada","Total deliveries","6678709.0"
"392","2008/08","Canada","Total deliveries","5771333.0"
"393","2008/09","Canada","Total deliveries","4057785.0"
"394","2008/10","Canada","Total deliveries","3546700.0"
"395","2008/11","Canada","Total deliveries","3202837.0"
"396","2008/12","Canada","Total deliveries","3380412.0"
"397","2009/01","Canada","Total deliveries","3915052.0"
"398","2009/02","Canada","Total deliveries","3521688.0"
"399","2009/03","Canada","Total deliveries","3645506.0"
"400","2009/04","Canada","Total deliveries","3281888.0"
"401","2009/05","Canada","Total deliveries","4104792.0"
"402","2009/06","Canada","Total deliveries","4744612.0"
"403","2009/07","Canada","Total deliveries","5483183.0"
"404","2009/08","Canada","Total deliveries","5829371.0"
"405","2009/09","Canada","Total deliveries","4450843.0"
"406","2009/10","Canada","Total deliveries","4676678.0"
"407","2009/11","Canada","Total deliveries","3785893.0"
"408","2009/12","Canada","Total deliveries","4541894.0"
"409","2010/01","Canada","Total deliveries","5237709.0"
"410","2010/02","Canada","Total deliveries","4404253.0"
"411","2010/03","Canada","Total deliveries","4471359.0"
"412","2010/04","Canada","Total deliveries","3842622.0"
"413","2010/05","Canada","Total deliveries","3003123.0"
"414","2010/06","Canada","Total deliveries","3878827.0"
"415","2010/07","Canada","Total deliveries","4262417.0"
"416","2010/08","Canada","Total deliveries","3591530.0"
"417","2010/09","Canada","Total deliveries","2842323.0"
"418","2010/10","Canada","Total deliveries","2402668.0"
"419","2010/11","Canada","Total deliveries","2562892.0"
"420","2010/12","Canada","Total deliveries","3873172.0"
"421","2011/01","Canada","Total deliveries","4241323.0"
"422","2011/02","Canada","Total deliveries","3672338.0"
"423","2011/03","Canada","Total deliveries","3955549.0"
"424","2011/04","Canada","Total deliveries","3788001.0"
"425","2011/05","Canada","Total deliveries","4846651.0"
"426","2011/06","Canada","Total deliveries","4441849.0"
"427","2011/07","Canada","Total deliveries","5960986.0"
"428","2011/08","Canada","Total deliveries","5521981.0"
"429","2011/09","Canada","Total deliveries","4000875.0"
"430","2011/10","Canada","Total deliveries","3577903.0"
"431","2011/11","Canada","Total deliveries","3333021.0"
"432","2011/12","Canada","Total deliveries","4115586.0"
"433","2012/01","Canada","Total deliveries","4078760.0"
"434","2012/02","Canada","Total deliveries","3477900.0"
"435","2012/03","Canada","Total deliveries","4111313.0"
"436","2012/04","Canada","Total deliveries","4922529.0"
"437","2012/05","Canada","Total deliveries","5396483.0"
"438","2012/06","Canada","Total deliveries","5327151.0"
"439","2012/07","Canada","Total deliveries","6601002.0"
"440","2012/08","Canada","Total deliveries","6273071.0"
"441","2012/09","Canada","Total deliveries","4819873.0"
"442","2012/10","Canada","Total deliveries","4272844.0"
"443","2012/11","Canada","Total deliveries","4531716.0"
"444","2012/12","Canada","Total deliveries","4221758.0"
"445","2013/01","Canada","Total deliveries","4829242.0"
"446","2013/02","Canada","Total deliveries","4521790.0"
"447","2013/03","Canada","Total deliveries","5037927.0"
"448","2013/04","Canada","Total deliveries","4558312.0"
"449","2013/05","Canada","Total deliveries","5434880.0"
"450","2013/06","Canada","Total deliveries","5700809.0"
"451","2013/07","Canada","Total deliveries","6315272.0"
"452","2013/08","Canada","Total deliveries","6428513.0"
"453","2013/09","Canada","Total deliveries","5115295.0"
"454","2013/10","Canada","Total deliveries","4763841.0"
"455","2013/11","Canada","Total deliveries","4668125.0"
"456","2013/12","Canada","Total deliveries","4780263.0"
"457","2014/01","Canada","Total deliveries","4853466.0"
"458","2014/02","Canada","Total deliveries","3813088.0"
"459","2014/03","Canada","Total deliveries","4984556.0"
"460","2014/04","Canada","Total deliveries","4191107.0"
"461","2014/05","Canada","Total deliveries","4792665.0"
"462","2014/06","Canada","Total deliveries","4885078.0"
"463","2014/07","Canada","Total deliveries","5696365.0"
"464","2014/08","Canada","Total deliveries","6067686.0"
"465","2014/09","Canada","Total deliveries","5429566.0"
"466","2014/10","Canada","Total deliveries","3823724.0"
"467","2014/11","Canada","Total deliveries","4902228.0"
"468","2014/12","Canada","Total deliveries","5355157.0"
"469","2015/01","Canada","Total deliveries","5424706.0"
"470","2015/02","Canada","Total deliveries","4953426.0"
"471","2015/03","Canada","Total deliveries","6012486.0"
"472","2015/04","Canada","Total deliveries","5785970.0"
"473","2015/05","Canada","Total deliveries","5920650.0"
"474","2015/06","Canada","Total deliveries","5925959.0"
"475","2015/07","Canada","Total deliveries","6121143.0"
"476","2015/08","Canada","Total deliveries","6179551.0"
"477","2015/09","Canada","Total deliveries","5834924.0"
"478","2015/10","Canada","Total deliveries","4580981.0"
"479","2015/11","Canada","Total deliveries","5168630.0"
"480","2015/12","Canada","Total deliveries","5188578.0"
"481","2008/01","Canada","Deliveries to the United States","4627072.0"
"482","2008/02","Canada","Deliveries to the United States","4382286.0"
"483","2008/03","Canada","Deliveries to the United States","4299961.0"
"484","2008/04","Canada","Deliveries to the United States","4753023.0"
"485","2008/05","Canada","Deliveries to the United States","5177177.0"
"486","2008/06","Canada","Deliveries to the United States","6086379.0"
"487","2008/07","Canada","Deliveries to the United States","6678709.0"
"488","2008/08","Canada","Deliveries to the United States","5771333.0"
"489","2008/09","Canada","Deliveries to the United States","4057785.0"
"490","2008/10","Canada","Deliveries to the United States","3546700.0"
"491","2008/11","Canada","Deliveries to the United States","3202837.0"
"492","2008/12","Canada","Deliveries to the United States","3380412.0"
"493","2009/01","Canada","Deliveries to the United States","3915052.0"
"494","2009/02","Canada","Deliveries to the United States","3521688.0"
"495","2009/03","Canada","Deliveries to the United States","3645506.0"
"496","2009/04","Canada","Deliveries to the United States","3281888.0"
"497","2009/05","Canada","Deliveries to the United States","4104792.0"
"498","2009/06","Canada","Deliveries to the United States","4744612.0"
"499","2009/07","Canada","Deliveries to the United States","5483183.0"
"500","2009/08","Canada","Deliveries to the United States","5829371.0"
"501","2009/09","Canada","Deliveries to the United States","4450843.0"
"502","2009/10","Canada","Deliveries to the United States","4676678.0"
"503","2009/11","Canada","Deliveries to the United States","3785893.0"
"504","2009/12","Canada","Deliveries to the United States","4541894.0"
"505","2010/01","Canada","Deliveries to the United States","5237709.0"
"506","2010/02","Canada","Deliveries to the United States","4404253.0"
"507","2010/03","Canada","Deliveries to the United States","4471359.0"
"508","2010/04","Canada","Deliveries to the United States","3842622.0"
"509","2010/05","Canada","Deliveries to the United States","3003123.0"
"510","2010/06","Canada","Deliveries to the United States","3878827.0"
"511","2010/07","Canada","Deliveries to the United States","4262417.0"
"512","2010/08","Canada","Deliveries to the United States","3591530.0"
"513","2010/09","Canada","Deliveries to the United States","2842323.0"
"514","2010/10","Canada","Deliveries to the United States","2402668.0"
"515","2010/11","Canada","Deliveries to the United States","2562892.0"
"516","2010/12","Canada","Deliveries to the United States","3873172.0"
"517","2011/01","Canada","Deliveries to the United States","4241323.0"
"518","2011/02","Canada","Deliveries to the United States","3672338.0"
"519","2011/03","Canada","Deliveries to the United States","3955549.0"
"520","2011/04","Canada","Deliveries to the United States","3788001.0"
"521","2011/05","Canada","Deliveries to the United States","4846651.0"
"522","2011/06","Canada","Deliveries to the United States","4441849.0"
"523","2011/07","Canada","Deliveries to the United States","5960986.0"
"524","2011/08","Canada","Deliveries to the United States","5521981.0"
"525","2011/09","Canada","Deliveries to the United States","4000875.0"
